SampleNumber,Site,CollectDate,SiO2,TP,Si_corrected
FMP00352,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-02-03,7.44,4.34,0
FMP00353,"Flathead River, Lower, @ Polson",1986-02-04,5.13,5.85,0
FMP00367,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-03-03,6.32,21.70,0
FMP00368,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-03-03,8.70,7.67,0
FMP00369,"Flathead River, Lower, @ Polson",1986-03-03,5.37,5.76,0
FMP00380,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-03-31,6.52,16.80,0
FMP00381,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-04-01,7.59,6.41,0
FMP00382,"Flathead River, Lower, @ Polson",1986-04-01,5.09,4.95,0
FMP00392,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-04-14,5.27,11.32,0
FMP00393,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-04-14,7.02,6.70,0
FMP00394,"Flathead River, Lower, @ Polson",1986-04-14,4.86,6.47,0
FMP00404,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-04-28,5.98,11.13,0
FMP00405,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-04-28,7.28,5.34,0
FMP00406,"Flathead River, Lower, @ Polson",1986-04-29,5.29,4.10,0
FMP00418,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-05-12,5.97,11.05,0
FMP00419,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-05-12,7.63,5.92,0
FMP00420,"Flathead River, Lower, @ Polson",1986-05-13,5.34,6.23,0
FMP00430,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-06-03,5.03,76.24,0
FMP00431,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-06-03,6.69,12.29,0
FMP00432,"Flathead River, Lower, @ Polson",1986-06-03,5.74,3.24,0
FMP00448,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-06-16,4.80,11.51,0
FMP00449,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-06-16,5.54,7.30,0
FMP00450,"Flathead River, Lower, @ Polson",1986-06-17,4.63,6.01,0
FMP00459,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-06-30,4.54,7.71,0
FMP00460,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-06-30,6.01,5.33,0
FMP00461,"Flathead River, Lower, @ Polson",1986-07-01,5.05,5.92,0
FMP00470,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-07-28,6.41,7.60,0
FMP00471,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-07-28,8.38,5.92,0
FMP00472,"Flathead River, Lower, @ Polson",1986-07-29,6.09,5.72,0
FMP00487,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-09-02,5.60,7.12,0
FMP00488,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-09-02,7.06,5.08,0
FMP00489,"Flathead River, Lower, @ Polson",1986-09-02,5.21,3.86,0
FMP00505,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-10-06,4.71,5.93,0
FMP00506,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-10-06,6.90,5.10,0
FMP00507,"Flathead River, Lower, @ Polson",1986-10-06,4.83,5.52,0
FMP00525,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-11-04,4.44,8.12,0
FMP00526,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-11-04,7.21,4.36,0
FMP00527,"Flathead River, Lower, @ Polson",1986-11-05,4.55,4.36,0
FMP00540,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1986-12-09,5.31,7.09,0
FMP00541,Swan River @ Bigfork Steel Bridge (Electric Ave...,1986-12-09,7.34,6.28,0
FMP00547,"Flathead River, Lower, @ Polson",1986-12-10,5.38,3.84,0
FMP00551,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-01-19,4.33,6.68,0
FMP00552,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-01-19,7.66,4.90,0
FMP00553,"Flathead River, Lower, @ Polson",1987-01-20,5.16,4.27,0
FMP00565,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-03-02,5.24,9.88,0
FMP00566,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-03-02,7.28,3.90,0
FMP00567,"Flathead River, Lower, @ Polson",1987-03-02,5.17,4.30,0
FMP00578,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-03-23,6.28,13.88,0
FMP00579,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-03-23,7.01,4.47,0
FMP00580,"Flathead River, Lower, @ Polson",1987-03-24,4.88,4.47,0
FMP00589,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-04-13,6.41,14.62,0
FMP00590,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-04-13,7.61,5.89,0
FMP00591,"Flathead River, Lower, @ Polson",1987-04-14,5.41,5.03,0
FMP00608,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-05-04,5.15,22.16,0
FMP00609,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-05-04,6.66,7.25,0
FMP00610,"Flathead River, Lower, @ Polson",1987-05-05,5.42,5.23,0
FMP00620,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-05-18,4.82,17.45,0
FMP00621A,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-05-18,6.22,8.47,0
FMP00621B,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-05-18,5.95,7.66,0
FMP00622,"Flathead River, Lower, @ Polson",1987-05-19,5.52,6.44,0
FMP00632A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-06-03,5.57,10.75,0
FMP00632B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-06-03,4.83,10.21,0
FMP00633,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-06-03,6.36,8.80,0
FMP00634,"Flathead River, Lower, @ Polson",1987-06-04,5.10,7.72,0
FMP00644A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-06-16,4.42,8.30,0
FMP00644B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-06-16,4.24,6.56,0
FMP00645,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-06-16,5.75,5.90,0
FMP00646,"Flathead River, Lower, @ Polson",1987-06-17,4.67,7.21,0
FMP00663,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-06-28,4.74,6.26,0
FMP00664,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-06-28,6.19,5.66,0
FMP00665,"Flathead River, Lower, @ Polson",1987-06-28,5.57,5.45,0
FMP00683,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-08-12,4.68,8.26,0
FMP00684,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-08-12,7.08,5.06,0
FMP00685,"Flathead River, Lower, @ Polson",1987-08-12,5.09,5.92,0
FMP00697,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-08-31,4.34,4.32,0
FMP00698,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-08-31,6.79,5.55,0
FMP00699,"Flathead River, Lower, @ Polson",1987-08-31,4.96,5.55,0
FMP00708,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-09-21,4.10,5.96,0
FMP00709,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-09-21,6.59,6.17,0
FMP00714,"Flathead River, Lower, @ Polson",1987-09-22,5.07,6.17,0
FMP00731,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-10-29,4.11,3.22,0
FMP00732,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-10-29,6.38,4.72,0
FMP00735,"Flathead River, Lower, @ Polson",1987-10-30,4.47,2.74,0
FMP00747,"Flathead River, Lower, @ Polson",1987-11-24,4.48,3.84,0
FMP00753,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-11-25,4.44,4.87,0
FMP00754,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-11-25,6.61,2.59,0
FMP00764,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1987-12-21,4.39,5.37,0
FMP00765,Swan River @ Bigfork Steel Bridge (Electric Ave...,1987-12-21,6.66,0.00,0
FMP00777,"Flathead River, Lower, @ Polson",1987-12-23,5.26,12.17,0
FMP00790,"Flathead River, Lower, @ Polson",1988-01-19,4.76,5.77,0
FMP00801,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-01-21,6.71,4.89,0
FMP00802,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-01-21,4.34,8.29,0
FMP00835,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-02-22,4.06,9.07,0
FMP00840,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-02-22,6.82,6.16,0
FMP00841,"Flathead River, Lower, @ Polson",1988-02-22,4.90,7.73,0
FMP00870,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-03-22,3.98,28.16,0
FMP00874,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-03-22,6.61,20.54,0
FMP00875,"Flathead River, Lower, @ Polson",1988-03-22,4.72,18.25,0
FMP00914,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-04-12,5.22,10.02,0
FMP00918,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-04-12,6.60,4.49,0
FMP00919,"Flathead River, Lower, @ Polson",1988-04-12,4.57,5.18,0
FMP00925,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-04-18,4.97,19.82,0
FMP00928,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-04-18,6.56,5.00,0
FMP00931,"Flathead River, Lower, @ Polson",1988-04-19,4.31,4.34,0
FMP00950,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-05-09,5.18,6.14,0
FMP00954,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-05-09,6.69,3.93,0
FMP00955,"Flathead River, Lower, @ Polson",1988-05-09,4.41,3.71,0
FMP00981,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-05-15,4.59,30.22,0
FMP00990,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-05-19,6.33,5.39,0
FMP00991,"Flathead River, Lower, @ Polson",1988-05-19,4.44,4.67,0
FMP01005,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-05-31,4.06,9.01,0
FMP01009,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-05-31,5.85,3.57,0
FMP01012,"Flathead River, Lower, @ Polson",1988-05-31,4.41,4.12,0
FMP01044,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-06-15,4.19,3.46,0
FMP01048,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-06-15,5.39,3.27,0
FMP01049,"Flathead River, Lower, @ Polson",1988-06-15,4.41,2.83,0
FMP01066,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-07-06,4.21,7.08,0
FMP01070,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-07-06,5.28,5.05,0
FMP01071,"Flathead River, Lower, @ Polson",1988-07-07,4.51,4.29,0
FMP01088,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-07-27,6.13,5.41,0
FMP01093,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-07-27,4.42,5.02,0
FMP01096,"Flathead River, Lower, @ Polson",1988-07-29,4.57,12.57,0
FMP01107,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-08-18,6.58,5.86,0
FMP01108,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-08-18,4.13,3.70,0
FMP01113,"Flathead River, Lower, @ Polson",1988-08-18,4.73,5.70,0
FMP01122,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-09-12,6.37,7.39,0
FMP01125,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-09-13,4.33,10.34,0
FMP01128,"Flathead River, Lower, @ Polson",1988-09-13,5.19,9.07,0
FMP01156,Swan River @ Bigfork Steel Bridge (Electric Ave...,1988-11-17,6.19,8.36,0
FMP01161,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1988-11-17,4.51,14.69,0
FMP01166,"Flathead River, Lower, @ Polson",1988-11-18,4.78,5.06,0
FMP01183,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-02-22,6.61,16.26,0
FMP01184,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-02-22,4.33,8.92,0
FMP01188,"Flathead River, Lower, @ Polson",1989-02-22,5.06,9.59,0
FMP01197,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-03-14,6.55,12.84,0
FMP01198,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-03-14,4.58,26.65,0
FMP01203,"Flathead River, Lower, @ Polson",1989-03-14,4.90,7.92,0
FMP01207,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-04-17,6.72,5.39,0
FMP01208,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-04-17,6.04,23.34,0
FMP01213,"Flathead River, Lower, @ Polson",1989-04-17,4.62,6.62,0
FMP01225,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-04-30,6.97,5.30,0
FMP01226,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-04-30,6.07,14.14,0
FMP01231,"Flathead River, Lower, @ Polson",1989-04-30,4.62,6.29,0
FMP01240,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-05-17,6.94,17.00,0
FMP01241,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-05-17,5.36,10.81,0
FMP01246,"Flathead River, Lower, @ Polson",1989-05-17,4.65,7.64,0
FMP01262,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-06-07,6.33,9.44,0
FMP01263,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-06-07,4.49,20.28,0
FMP01268,"Flathead River, Lower, @ Polson",1989-06-07,4.65,3.38,0
FMP01279,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-07-10,5.44,4.70,0
FMP01280,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-07-10,4.24,7.11,0
FMP01285,"Flathead River, Lower, @ Polson",1989-07-10,4.44,4.98,0
FMP01298,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-08-15,6.22,8.33,0
FMP01299,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-08-15,4.26,6.52,0
FMP01304,"Flathead River, Lower, @ Polson",1989-08-15,4.44,4.17,0
FMP01310,"Flathead River, Lower, @ Polson",1989-09-18,4.94,10.86,0
FMP01311,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-09-18,6.16,8.32,0
FMP01312,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-09-18,4.69,5.40,0
FMP01324,"Flathead River, Lower, @ Polson",1989-10-30,4.85,4.51,0
FMP01325,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-10-30,6.78,3.67,0
FMP01326,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-10-30,4.98,6.49,0
FMP01338,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-11-13,5.08,399.18,0
FMP01345,"Flathead River, Lower, @ Polson",1989-12-04,5.86,7.49,0
FMP01346,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-12-04,4.89,3.06,0
FMP01347,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-12-04,6.47,9.06,0
FMP01357,"Flathead River, Lower, @ Polson",1989-12-27,4.82,7.01,0
FMP01358,Swan River @ Bigfork Steel Bridge (Electric Ave...,1989-12-27,7.04,10.05,0
FMP01363,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1989-12-27,5.75,8.74,0
FMP01377,"Flathead River, Lower, @ Polson",1990-02-22,4.81,8.44,0
FMP01378,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-02-22,6.89,13.30,0
FMP01379,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-02-22,5.56,11.89,0
FMP01391,"Flathead River, Lower, @ Polson",1990-03-20,4.71,3.89,0
FMP01392,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-03-20,7.22,9.22,0
FMP01393,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-03-20,4.77,7.18,0
FMP01400,"Flathead River, Lower, @ Polson",1990-04-04,4.74,7.56,0
FMP01401,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-04-04,7.25,6.20,0
FMP01402,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-04-04,5.69,17.98,0
FMP01414,"Flathead River, Lower, @ Polson",1990-04-17,4.74,14.10,0
FMP01415,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-04-17,7.37,2.55,0
FMP01416,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-04-17,5.68,12.65,0
FMP01433,"Flathead River, Lower, @ Polson",1990-05-02,4.77,5.62,0
FMP01434,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-05-02,7.17,7.28,0
FMP01435,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-05-02,5.69,11.16,0
FMP01453,"Flathead River, Lower, @ Polson",1990-05-23,6.84,13.41,0
FMP01454,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-05-23,4.66,4.10,0
FMP01455,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-05-23,5.49,13.78,0
FMP01469,"Flathead River, Lower, @ Polson",1990-05-31,4.79,2.58,0
FMP01470,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-05-31,6.69,11.69,0
FMP01471,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-05-31,4.90,177.09,0
FMP01486,"Flathead River, Lower, @ Polson",1990-06-18,4.92,2.79,0
FMP01487,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-06-18,6.42,5.65,0
FMP01488A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-06-18,5.17,12.85,0
FMP01488B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-06-18,5.17,17.53,0
FMP01505,"Flathead River, Lower, @ Polson",1990-07-19,5.03,8.21,0
FMP01506,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-07-19,5.66,6.26,0
FMP01507,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-07-19,4.57,11.85,0
FMP01516A,"Flathead River, Lower, @ Polson",1990-08-13,4.93,8.30,0
FMP01516B,"Flathead River, Lower, @ Polson",1990-08-13,5.30,9.88,0
FMP01518,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-08-13,6.29,8.07,0
FMP01519,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-08-13,4.78,6.71,0
FMP01546,"Flathead River, Lower, @ Polson",1990-09-25,5.10,6.09,0
FMP01547,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-09-25,6.09,3.81,0
FMP01548,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-09-25,4.63,11.36,0
FMP01564,"Flathead River, Lower, @ Polson",1990-10-24,4.90,9.82,0
FMP01565,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-10-24,6.46,6.95,0
FMP01566,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-10-24,4.79,6.22,0
FMP01581,Swan River @ Bigfork Steel Bridge (Electric Ave...,1990-11-29,6.82,7.40,0
FMP01582,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1990-11-29,6.55,10.14,0
FMP01583,"Flathead River, Lower, @ Polson",1990-11-29,5.44,3.98,0
FMP01594,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-01-14,7.37,6.71,0
FMP01595,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-01-14,4.95,8.47,0
FMP01599,"Flathead River, Lower, @ Polson",1991-01-14,5.34,4.77,0
FMP01623,"Flathead River, Lower, @ Polson",1991-03-18,4.98,11.55,0
FMP01624A,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-03-19,7.28,3.40,0
FMP01624B,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-03-19,7.58,3.44,0
FMP01626,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-03-19,4.71,8.60,0
FMP01642,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-04-30,7.73,2.57,0
FMP01643,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-04-30,5.98,13.93,0
FMP01649,"Flathead River, Lower, @ Polson",1991-04-30,4.88,10.82,0
FMP01661,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-05-20,7.55,8.77,0
FMP01662,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-05-20,5.34,649.86,0
FMP01667,"Flathead River, Lower, @ Polson",1991-05-20,4.69,8.54,0
FMP01683,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-06-13,6.26,7.09,0
FMP01684,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-06-13,4.70,128.67,0
FMP01687,"Flathead River, Lower, @ Polson",1991-06-13,4.87,8.76,0
FMP01704,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-07-03,5.49,5.91,0
FMP01705A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-07-03,4.46,20.99,0
FMP01705B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-07-03,4.54,25.10,0
FMP01711,"Flathead River, Lower, @ Polson",1991-07-03,4.71,13.15,0
FMP01720,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-07-31,5.76,5.77,0
FMP01721,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-07-31,4.53,7.45,0
FMP01726,"Flathead River, Lower, @ Polson",1991-08-01,4.73,9.97,0
FMP01732,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-08-28,6.06,5.44,0
FMP01733,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-08-28,4.88,6.07,0
FMP01739,"Flathead River, Lower, @ Polson",1991-08-28,4.97,4.72,0
FMP01759,"Flathead River, Lower, @ Polson",1991-09-26,4.85,10.31,0
FMP01760,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-09-26,6.27,8.91,0
FMP01761,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-09-26,4.74,6.67,0
FMP01766,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-10-16,6.45,5.89,0
FMP01767,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-10-16,4.69,6.85,0
FMP01774,"Flathead River, Lower, @ Polson",1991-10-18,4.72,8.55,0
FMP01785,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-11-24,6.70,4.67,0
FMP01786,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-11-24,4.91,6.70,0
FMP01791,"Flathead River, Lower, @ Polson",1991-11-24,5.03,3.78,0
FMP01804,"Flathead River, Lower, @ Polson",1991-12-20,5.29,4.39,0
FMP01805,Swan River @ Bigfork Steel Bridge (Electric Ave...,1991-12-20,6.85,5.35,0
FMP01806,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1991-12-20,4.88,6.13,0
FMP01812,"Flathead River, Lower, @ Polson",1992-01-24,4.93,4.63,0
FMP01817,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1992-01-24,4.93,9.93,0
FMP01818,Swan River @ Bigfork Steel Bridge (Electric Ave...,1992-01-24,7.00,5.62,0
FMP01835,Swan River @ Bigfork Steel Bridge (Electric Ave...,1992-02-20,6.80,5.70,0
FMP01836,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1992-02-20,4.90,10.38,0
FMP01841A,"Flathead River, Lower, @ Polson",1992-02-20,5.10,5.74,0
FMP01841B,"Flathead River, Lower, @ Polson",1992-02-20,100.04,6.53,0
FMP01845A,Swan River @ Bigfork Steel Bridge (Electric Ave...,1992-03-16,6.87,5.08,0
FMP01845B,Swan River @ Bigfork Steel Bridge (Electric Ave...,1992-03-16,7.52,4.62,0
FMP01847,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1992-03-16,5.24,7.77,0
FMP01852,"Flathead River, Lower, @ Polson",1992-03-16,4.83,7.61,0
FMP01863,"Flathead River, Lower, @ Polson",1992-04-13,4.80,5.88,0
FMP01869,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1992-04-13,5.08,9.36,0
FMP01870,Swan River @ Bigfork Steel Bridge (Electric Ave...,1992-04-13,7.09,6.74,0
FMP01881,Swan River @ Bigfork Steel Bridge (Electric Ave...,1992-05-11,6.42,6.46,0
FMP01882A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1992-05-11,4.39,22.72,0
FMP01882B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1992-05-11,4.43,25.35,0
FMP01888,"Flathead River, Lower, @ Polson",1992-05-11,4.59,7.20,0
FMP01900,Swan River @ Bigfork Steel Bridge (Electric Ave...,1992-06-01,5.73,6.32,0
FMP01901,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1992-06-01,3.92,8.84,0
FMP01906,"Flathead River, Lower, @ Polson",1992-06-01,4.47,8.50,0
FMP01929,"Flathead River, Lower, @ Polson",1992-07-17,4.44,10.07,0
FMP01930,Swan River @ Bigfork Steel Bridge (Electric Ave...,1992-07-18,5.50,7.85,0
FMP01931,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1992-07-18,4.50,9.88,0
FMP01944,Swan River @ Bigfork Steel Bridge (Electric Ave...,1992-08-20,6.60,5.95,0
FMP01945,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1992-08-20,4.36,4.77,0
