SampleNumber,Site,CollectDate,SiO2,TP,Si_corrected
FMP05925,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2009-05-29,4.72,57.25,0
FMP05926,"Flathead River, Lower, @ Polson",2009-05-29,4.83,5.65,0
FMP05939,Swan River @ Bigfork Steel Bridge (Electric Ave...,2009-06-17,5.74,8.26,0
FMP05940,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2009-06-17,4.37,10.97,0
FMP05941,"Flathead River, Lower, @ Polson",2009-06-17,4.60,5.12,0
FMP05957,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2009-07-08,4.62,3.78,0
FMP05958,Swan River @ Bigfork Steel Bridge (Electric Ave...,2009-07-08,5.46,2.91,0
FMP05959,"Flathead River, Lower, @ Polson",2009-07-08,4.69,3.57,0
FMP05983,Swan River @ Bigfork Steel Bridge (Electric Ave...,2009-08-11,5.89,2.63,0
FMP05984,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2009-08-11,4.80,4.67,0
FMP05985,"Flathead River, Lower, @ Polson",2009-08-11,5.59,6.67,0
FMP06001,Swan River @ Bigfork Steel Bridge (Electric Ave...,2009-09-08,6.05,5.05,0
FMP06002,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2009-09-08,4.60,5.25,0
FMP06003,"Flathead River, Lower, @ Polson",2009-09-08,4.93,4.20,0
FMP06018,Swan River @ Bigfork Steel Bridge (Electric Ave...,2009-10-07,6.46,6.08,0
FMP06019,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2009-10-07,4.74,4.48,0
FMP06020,"Flathead River, Lower, @ Polson",2009-10-07,5.05,7.14,0
FMP06043,Swan River @ Bigfork Steel Bridge (Electric Ave...,2009-11-10,6.45,8.83,0
FMP06044,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2009-11-10,4.84,9.87,0
FMP06045,"Flathead River, Lower, @ Polson",2009-11-10,4.96,8.08,0
FMP06063,Swan River @ Bigfork Steel Bridge (Electric Ave...,2009-12-18,6.88,6.81,0
FMP06064,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2009-12-18,5.10,8.06,0
FMP06065,"Flathead River, Lower, @ Polson",2009-12-18,5.19,11.53,0
FMP06084,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-01-15,6.74,6.37,0
FMP06085,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-01-15,4.90,6.08,0
FMP06086,"Flathead River, Lower, @ Polson",2010-01-15,5.19,4.99,0
FMP06103,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-02-08,6.65,6.39,0
FMP06104,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-02-08,4.84,5.26,0
FMP06105,"Flathead River, Lower, @ Polson",2010-02-08,5.02,4.26,0
FMP06113,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-03-03,6.55,5.56,0
FMP06114,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-03-03,4.86,5.18,0
FMP06115,"Flathead River, Lower, @ Polson",2010-03-03,5.05,4.72,0
FMP06130,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-03-30,6.66,5.70,0
FMP06131,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-03-30,4.82,7.27,0
FMP06132,"Flathead River, Lower, @ Polson",2010-03-30,4.87,7.59,0
FMP06145,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-04-14,6.47,6.01,0
FMP06146,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-04-14,5.47,8.16,0
FMP06147,"Flathead River, Lower, @ Polson",2010-04-14,5.47,5.62,0
FMP06155,"Flathead River, Lower, @ Polson",2010-04-22,4.71,5.64,0
FMP06156,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-04-22,5.13,11.87,0
FMP06157,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-04-22,6.65,6.11,0
FMP06179,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-05-14,6.76,6.57,0
FMP06180,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-05-14,5.09,6.14,0
FMP06181,"Flathead River, Lower, @ Polson",2010-05-14,6.12,8.78,0
FMP06186A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-05-20,6.65,7.60,0
FMP06186B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-05-20,6.65,7.33,0
FMP06187A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-05-20,4.87,68.44,0
FMP06187B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-05-20,4.92,82.16,0
FMP06188,"Flathead River, Lower, @ Polson",2010-05-20,5.12,8.14,0
FMP06204,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-06-18,6.10,9.33,0
FMP06205,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-06-18,4.40,11.80,0
FMP06206A,"Flathead River, Lower, @ Polson",2010-06-18,4.60,5.39,0
FMP06206B,"Flathead River, Lower, @ Polson",2010-06-18,4.64,6.24,0
FMP06221,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-07-07,5.88,6.09,0
FMP06222,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-07-07,4.62,6.13,0
FMP06223,"Flathead River, Lower, @ Polson",2010-07-07,4.34,3.75,0
FMP06241,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-08-05,6.04,6.87,0
FMP06242,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-08-05,4.59,6.51,0
FMP06243,"Flathead River, Lower, @ Polson",2010-08-05,4.80,12.48,0
FMP06279,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-09-23,6.18,3.23,0
FMP06280,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-09-23,4.26,3.93,0
FMP06281,"Flathead River, Lower, @ Polson",2010-09-23,4.67,3.60,0
FMP06289,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-10-15,6.28,4.19,0
FMP06290,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-10-15,4.55,3.77,0
FMP06291,"Flathead River, Lower, @ Polson",2010-10-15,4.98,4.49,0
FMP06315,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-11-12,6.71,4.66,0
FMP06316,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-11-12,4.74,3.87,0
FMP06317,"Flathead River, Lower, @ Polson",2010-11-12,5.03,4.70,0
FMP06326,Swan River @ Bigfork Steel Bridge (Electric Ave...,2010-12-13,6.93,4.70,0
FMP06327,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2010-12-13,5.09,5.09,0
FMP06328,"Flathead River, Lower, @ Polson",2010-12-13,5.29,5.44,0
FMP06345,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-01-17,6.94,8.73,0
FMP06346,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-01-17,5.79,8.61,0
FMP06348,"Flathead River, Lower, @ Polson",2011-01-18,5.16,5.42,0
FMP06368,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-03-03,7.09,3.54,0
FMP06369,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-03-03,4.74,4.67,0
FMP06370,"Flathead River, Lower, @ Polson",2011-03-03,5.26,2.64,0
FMP06397,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-04-18,5.50,9.42,0
FMP06398,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-04-18,7.55,6.70,0
FMP06399,"Flathead River, Lower, @ Polson",2011-04-18,5.15,4.30,0
FMP06416,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-05-11,6.15,19.63,0
FMP06417A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-05-16,7.87,8.49,0
FMP06417B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-05-16,8.49,7.59,0
FMP06418,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-05-16,5.99,33.31,0
FMP06419,"Flathead River, Lower, @ Polson",2011-05-16,5.00,4.56,0
FMP06435,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-06-08,7.05,7.00,0
FMP06436A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-06-08,5.27,220.80,0
FMP06436B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-06-08,5.33,170.99,0
FMP06447,"Flathead River, Lower, @ Polson",2011-06-13,2.57,8.13,0
FMP06454,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-06-24,6.42,7.64,0
FMP06455,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-06-24,4.89,41.54,0
FMP06456A,"Flathead River, Lower, @ Polson",2011-06-24,5.34,6.97,0
FMP06456B,"Flathead River, Lower, @ Polson",2011-06-24,6.54,7.33,0
FMP06469,"Flathead River, Lower, @ Polson",2011-07-08,4.99,7.72,0
FMP06471,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-07-08,5.39,9.41,0
FMP06472,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-07-08,4.59,25.58,0
FMP06479,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-07-27,5.24,10.66,0
FMP06480,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-07-27,4.52,7.72,0
FMP06482,"Flathead River, Lower, @ Polson",2011-07-27,4.65,10.61,0
FMP06503,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-08-16,4.77,5.93,0
FMP06504,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-08-16,5.75,11.46,0
FMP06505,"Flathead River, Lower, @ Polson",2011-08-16,4.79,4.56,0
FMP06520,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-09-07,4.57,6.27,0
FMP06521,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-09-07,6.00,4.69,0
FMP06522,"Flathead River, Lower, @ Polson",2011-09-07,4.78,7.63,0
FMP06539,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-10-08,6.43,3.56,0
FMP06540,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-10-08,4.79,2.94,0
FMP06544,"Flathead River, Lower, @ Polson",2011-10-10,4.93,3.19,0
FMP06567,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-11-23,6.74,5.15,0
FMP06568,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-11-23,5.07,3.96,0
FMP06569,"Flathead River, Lower, @ Polson",2011-11-23,5.27,4.00,0
FMP06575,"Flathead River, Lower, @ Polson",2011-12-12,5.07,3.08,0
FMP06576,Swan River @ Bigfork Steel Bridge (Electric Ave...,2011-12-12,6.63,3.32,0
FMP06577,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2011-12-12,4.97,9.42,0
FMP06591,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-01-19,6.70,6.25,0
FMP06592,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-01-19,5.14,5.43,0
FMP06593,"Flathead River, Lower, @ Polson",2012-01-19,5.72,10.01,0
FMP06611,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-02-16,7.09,4.49,0
FMP06612,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-02-16,5.22,5.41,0
FMP06613,"Flathead River, Lower, @ Polson",2012-02-16,5.14,3.78,0
FMP06629,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-03-14,5.09,8.96,0
FMP06630,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-03-14,6.77,5.20,0
FMP06631,"Flathead River, Lower, @ Polson",2012-03-14,36.04,5.98,0
FMP06638,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-04-02,6.69,6.80,0
FMP06639,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-04-02,5.38,11.90,0
FMP06641,"Flathead River, Lower, @ Polson",2012-04-02,5.07,5.80,0
FMP06655A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-04-13,6.77,5.60,0
FMP06655B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-04-13,6.73,6.80,0
FMP06657,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-04-13,5.10,13.40,0
FMP06659,"Flathead River, Lower, @ Polson",2012-04-13,5.04,5.80,0
FMP06664,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-04-25,6.93,8.20,0
FMP06665A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-04-25,5.25,69.40,0
FMP06665B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-04-25,5.23,51.30,0
FMP06668,"Flathead River, Lower, @ Polson",2012-04-26,5.07,9.50,0
FMP06806,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-06-20,5.98,6.30,0
FMP06807,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-06-20,4.68,39.50,0
FMP06841,"Flathead River, Lower, @ Polson",2012-07-20,4.59,4.10,0
FMP06838,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-07-20,5.96,5.20,0
FMP06839,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-07-20,4.63,10.70,0
FMP06867,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-08-09,5.86,6.30,0
FMP06868,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-08-09,4.73,5.40,0
FMP06870,"Flathead River, Lower, @ Polson",2012-08-09,4.71,4.50,0
FMP06966,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-08-28,7.16,5.40,0
FMP06967,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-08-28,4.89,4.00,0
FMP06969,"Flathead River, Lower, @ Polson",2012-08-28,5.18,4.20,0
FMP07003,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-09-25,4.53,8.70,0
FMP07004,"Flathead River, Lower, @ Polson",2012-09-25,4.78,8.70,0
FMP07166,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-03-15,6.46,6.70,0
FMP07167,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-03-15,4.79,10.60,0
FMP07169,"Flathead River, Lower, @ Polson",2013-03-15,4.85,6.70,0
FMP07111,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-12-03,6.54,5.20,0
FMP07112,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-12-03,4.74,5.40,0
FMP07113,"Flathead River, Lower, @ Polson",2012-12-03,4.96,4.80,0
FMP07147,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-02-14,6.80,5.90,0
FMP07148,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-02-14,5.21,7.90,0
FMP07150,"Flathead River, Lower, @ Polson",2013-02-14,5.07,7.40,0
FMP07172,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-03-17,5.04,13.40,0
FMP07002,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-09-25,6.27,7.10,0
FMP07093,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-10-31,6.60,8.60,0
FMP07094,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-10-31,5.05,12.00,0
FMP07095,"Flathead River, Lower, @ Polson",2012-10-31,4.86,6.00,0
FMP06756,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-05-17,6.83,10.60,1
FMP06757,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-05-17,5.06,38.80,1
FMP06760,"Flathead River, Lower, @ Polson",2012-05-17,5.12,6.20,1
FMP06772,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-05-31,6.64,8.80,1
FMP06775,"Flathead River, Lower, @ Polson",2012-05-31,5.05,6.90,1
FMP06809,"Flathead River, Lower, @ Polson",2012-06-20,4.92,7.30,1
FMP07208,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-04-26,4.89,8.40,1
FMP07210,"Flathead River, Lower, @ Polson",2013-04-26,4.66,6.00,1
FMP07363,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-06-21,4.21,131.70,1
FMP06780,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-06-07,4.45,102.40,1
FMP06781,Swan River @ Bigfork Steel Bridge (Electric Ave...,2012-06-07,6.31,7.60,1
FMP06783A,"Flathead River, Lower, @ Polson",2012-06-07,5.05,5.00,1
FMP06783B,"Flathead River, Lower, @ Polson",2012-06-07,5.01,5.40,1
FMP07187,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-04-05,6.42,9.80,1
FMP07188,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-04-05,5.51,14.60,1
FMP07207,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-04-26,6.73,14.90,1
FMP07334,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-06-05,5.17,9.40,1
FMP07357,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-06-19,4.78,5.50,1
FMP07358,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-06-19,4.24,7.80,1
FMP07377,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-07-09,4.10,5.70,1
FMP07379,"Flathead River, Lower, @ Polson",2013-07-09,4.29,3.40,1
FMP07518,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-08-26,6.15,7.00,1
FMP07519,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-08-26,4.62,5.80,1
FMP07521,"Flathead River, Lower, @ Polson",2013-08-26,4.90,4.50,1
FMP07529,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-09-09,6.30,5.50,1
FMP06773,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2012-05-31,5.11,10.40,1
FMP07190,"Flathead River, Lower, @ Polson",2013-04-05,4.69,3.60,1
FMP07128,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-01-09,6.77,3.60,1
FMP07129,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-01-09,5.02,4.00,1
FMP07131,"Flathead River, Lower, @ Polson",2013-01-09,5.08,3.60,1
FMP07316,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-05-22,6.19,8.60,1
FMP07317,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-05-22,4.80,32.80,1
FMP07319,"Flathead River, Lower, @ Polson",2013-05-22,4.77,5.70,1
FMP07295,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-05-10,6.62,5.00,1
FMP07296A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-05-10,4.91,70.90,1
FMP07296B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-05-10,4.87,72.10,1
FMP07299,"Flathead River, Lower, @ Polson",2013-05-10,4.85,5.10,1
FMP07301A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-05-14,6.60,6.40,1
FMP07301B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-05-14,6.67,6.80,1
FMP07302,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-05-14,4.72,151.10,1
FMP07333,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-06-05,5.86,7.80,1
FMP07336A,"Flathead River, Lower, @ Polson",2013-06-05,4.79,4.50,1
FMP07336B,"Flathead River, Lower, @ Polson",2013-06-05,4.70,4.50,1
FMP07360,"Flathead River, Lower, @ Polson",2013-06-19,4.52,7.50,1
FMP07376,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-07-09,4.98,5.80,1
FMP07479,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-08-02,5.87,7.40,1
FMP07480,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-08-02,4.57,3.80,1
FMP07482,"Flathead River, Lower, @ Polson",2013-08-02,4.74,2.90,1
FMP07530,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-09-09,4.65,3.70,1
FMP07532,"Flathead River, Lower, @ Polson",2013-09-09,4.93,3.00,1
FMP07558,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-09-26,5.89,32.80,1
FMP07559,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-09-26,4.49,4.10,1
FMP07560,"Flathead River, Lower, @ Polson",2013-09-26,4.79,4.30,1
FMP07646,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-10-15,6.08,3.40,1
FMP07647,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-10-15,4.49,2.60,1
FMP07649,"Flathead River, Lower, @ Polson",2013-10-15,4.58,2.60,1
FMP07659,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-11-12,6.46,3.50,1
FMP07660,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-11-12,4.83,3.90,1
FMP07661,"Flathead River, Lower, @ Polson",2013-11-12,4.68,3.00,1
FMP07688,Swan River @ Bigfork Steel Bridge (Electric Ave...,2013-12-17,6.36,2.40,1
FMP07689,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2013-12-17,4.83,3.00,1
FMP07690,"Flathead River, Lower, @ Polson",2013-12-17,4.84,3.80,1
14093003-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-01-14,6.51,3.80,1
14093003-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-01-14,4.80,5.10,1
14093003-03,"Flathead River, Lower, @ Polson",2014-01-14,5.01,3.50,1
14093009-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-02-13,6.50,3.70,1
14093009-02,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-02-13,6.28,36.90,1
14093009-03,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-02-13,4.77,4.40,1
14093009-04,"Flathead River, Lower, @ Polson",2014-02-13,,,1
14102801-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-03-06,6.81,3.20,1
14102801-02,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-03-06,1.67,679.00,1
14102801-03,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-03-06,4.93,7.60,1
14102801-04,"Flathead River, Lower, @ Polson",2014-03-06,5.09,2.80,1
14102905-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-04-10,6.50,3.00,1
14102905-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-04-10,5.02,22.20,1
14102905-03,"Flathead River, Lower, @ Polson",2014-04-10,4.90,2.80,1
14102912-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-05-05,7.42,4.20,1
14102912-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-05-05,5.67,34.10,1
14102912-03,"Flathead River, Lower, @ Polson",2014-05-05,5.02,3.00,1
14103003-01,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-05-16,5.26,26.20,1
14103004-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-05-19,7.02,4.20,1
14103004-02,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-05-19,6.95,6.00,1
14103004-03,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-05-19,5.21,51.20,1
14103004-04,"Flathead River, Lower, @ Polson",2014-05-19,4.67,4.70,1
14103008-01,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-05-25,5.45,170.00,1
14103009-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-05-27,6.55,5.60,1
14103009-02,"Flathead River, Lower, @ Polson",2014-05-27,4.83,3.50,1
14103012-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-06-04,6.05,6.30,1
14103012-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-06-04,4.69,43.30,1
14103012-03,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-06-04,4.70,45.70,1
14103012-04,"Flathead River, Lower, @ Polson",2014-06-04,4.93,4.20,1
14103017-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-06-18,5.66,6.10,1
14103017-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-06-18,4.20,14.60,1
14103017-03,"Flathead River, Lower, @ Polson",2014-06-18,4.43,2.80,1
14103020-01,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-06-20,4.66,110.00,1
14111402-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-07-08,5.04,3.50,1
14111402-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-07-08,4.10,11.30,1
14111402-03,"Flathead River, Lower, @ Polson",2014-07-08,4.32,2.60,1
14111402-04,"Flathead River, Lower, @ Polson",2014-07-08,4.21,2.60,1
14111408-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-07-29,5.36,3.70,1
14111408-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-07-29,4.41,4.20,1
14111408-03,"Flathead River, Lower, @ Polson",2014-07-29,4.04,2.10,1
14111422-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-09-02,5.74,3.90,1
14111422-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-09-02,4.60,3.20,1
14111422-03,"Flathead River, Lower, @ Polson",2014-09-02,4.64,2.50,1
14111431-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-09-29,6.09,2.90,1
14111431-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-09-29,4.28,2.80,1
14111431-03,"Flathead River, Lower, @ Polson",2014-09-29,4.50,2.00,1
14120213-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-11-03,6.26,3.90,1
14120213-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-11-03,4.63,3.70,1
14120213-03,"Flathead River, Lower, @ Polson",2014-11-03,4.59,3.30,1
14120901-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2014-12-09,6.38,3.80,1
14120901-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2014-12-09,4.85,3.90,1
14120901-03,"Flathead River, Lower, @ Polson",2014-12-09,4.90,3.30,1
15012002-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2015-01-20,7.01,4.40,1
15012002-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2015-01-20,4.74,4.10,1
15012002-03,"Flathead River, Lower, @ Polson",2015-01-20,5.03,3.90,1
15020901-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2015-02-09,7.65,6.20,1
15020901-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2015-02-09,5.24,16.70,1
15022701-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2015-02-27,7.02,4.50,1
15022701-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2015-02-27,5.15,6.00,1
15022701-03,"Flathead River, Lower, @ Polson",2015-02-27,5.15,2.30,1
15031601-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2015-03-16,7.26,5.50,1
15031601-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2015-03-16,5.17,33.50,1
15031601-03,"Flathead River, Lower, @ Polson",2015-03-16,5.10,5.80,1
15041601-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2015-04-16,7.00,4.70,1
15041601-02,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2015-04-16,5.09,5.00,1
15041601-03,"Flathead River, Lower, @ Polson",2015-04-16,4.91,4.80,1
15051402-01,Swan River @ Bigfork Steel Bridge (Electric Ave...,2015-05-14,6.31,4.00,1
15051402-02,Swan River @ Bigfork Steel Bridge (Electric Ave...,2015-05-14,6.27,4.00,1
15051402-03,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2015-05-14,4.46,6.60,1
15051402-04,"Flathead River, Lower, @ Polson",2015-05-14,4.80,4.50,1
